run,run_id,seed,before,after,delta,duration,I_q,I_cl,theta_classical,delta_sector_threshold,method_q_total_before,method_q_total_after,method_cl_total_before,method_cl_total_after,delta_R,stochastic_scale,cl_activated_sectors,cl_first_activation_step,risk_trajectory_q,risk_trajectory_cl,before_vec_q,after_vec_q,delta_vec_q,before_vec_cl,after_vec_cl,delta_vec_cl
488,488,4418527484796325385,0.0,0.25802588996763753,0.25802588996763753,5,1,0,0.3,0.1,0.0,0.25802588996763753,0.0,0.0,0.25802588996763753,0.3,[],,"[{""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}, {""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}, {""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}, {""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}","{""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
489,489,4217391125508894128,0.0,0.17209682392846143,0.17209682392846143,22,1,0,0.3,0.1,0.0,0.17209682392846143,0.0,0.0,0.17209682392846143,0.3,[],,"[{""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}, {""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}, {""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}, {""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}","{""energy"": 0.2568609312365096, ""water"": 0.10274437249460384, ""transport"": 0.1284304656182548}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
490,490,11395524396676341274,0.0,0.67,0.67,25,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[""transport""]",1,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
491,491,1497471625371009350,0.0,0.67,0.67,16,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[""transport""]",1,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
492,492,12464075709626991579,0.0,0.28859164198749576,0.28859164198749576,5,1,0,0.3,0.1,0.0,0.28859164198749576,0.0,0.0,0.28859164198749576,0.3,[],,"[{""energy"": 0.43073379401118767, ""water"": 0.1722935176044751, ""transport"": 0.21536689700559383}, {""energy"": 0.43073379401118767, ""water"": 0.1722935176044751, ""transport"": 0.21536689700559383}, {""energy"": 0.43073379401118767, ""water"": 0.1722935176044751, ""transport"": 0.21536689700559383}, {""energy"": 0.43073379401118767, ""water"": 0.1722935176044751, ""transport"": 0.21536689700559383}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.43073379401118767, ""water"": 0.1722935176044751, ""transport"": 0.21536689700559383}","{""energy"": 0.43073379401118767, ""water"": 0.1722935176044751, ""transport"": 0.21536689700559383}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
493,493,4037092592012912410,0.0,0.25802588996763753,0.25802588996763753,19,1,0,0.3,0.1,0.0,0.25802588996763753,0.0,0.0,0.25802588996763753,0.3,[],,"[{""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}, {""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}, {""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}, {""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}","{""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
494,494,1176473380760921008,0.0,0.5351006711409396,0.5351006711409396,26,1,1,0.3,0.1,0.0,0.5351006711409396,0.0,0.7,0.5351006711409396,0.3,"[""transport""]",1,"[{""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}, {""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}, {""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}, {""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}","{""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
495,495,16623719103007542972,0.0,0.38677061677061697,0.38677061677061697,19,1,1,0.3,0.1,0.0,0.38677061677061697,0.0,0.7,0.38677061677061697,0.3,"[""transport""]",1,"[{""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}, {""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}, {""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}, {""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}","{""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
496,496,13828189660317057260,0.0,0.19982456140350863,0.19982456140350863,20,1,0,0.3,0.1,0.0,0.19982456140350863,0.0,0.0,0.19982456140350863,0.3,[],,"[{""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}, {""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}, {""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}, {""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}","{""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
497,497,13575105886771303266,0.0,0.32020080321285155,0.32020080321285155,9,1,0,0.3,0.1,0.0,0.32020080321285155,0.0,0.0,0.32020080321285155,0.3,[],,"[{""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}, {""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}, {""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}, {""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}, {""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}","{""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
498,498,5013361190724460348,0.0,0.67,0.67,30,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[""transport""]",1,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
499,499,1530856282845580867,0.0,0.2284527220630372,0.2284527220630372,7,1,0,0.3,0.1,0.0,0.2284527220630372,0.0,0.0,0.2284527220630372,0.3,[],,"[{""energy"": 0.3409742120343839, ""water"": 0.13638968481375355, ""transport"": 0.17048710601719194}, {""energy"": 0.3409742120343839, ""water"": 0.13638968481375355, ""transport"": 0.17048710601719194}, {""energy"": 0.3409742120343839, ""water"": 0.13638968481375355, ""transport"": 0.17048710601719194}, {""energy"": 0.3409742120343839, ""water"": 0.13638968481375355, ""transport"": 0.17048710601719194}, {""energy"": 0.3409742120343839, ""water"": 0.13638968481375355, ""transport"": 0.17048710601719194}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.3409742120343839, ""water"": 0.13638968481375355, ""transport"": 0.17048710601719194}","{""energy"": 0.3409742120343839, ""water"": 0.13638968481375355, ""transport"": 0.17048710601719194}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
500,500,1968879883597636555,0.0,0.19982456140350863,0.19982456140350863,5,1,0,0.3,0.1,0.0,0.19982456140350863,0.0,0.0,0.19982456140350863,0.3,[],,"[{""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}, {""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}, {""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}, {""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}","{""energy"": 0.2982456140350875, ""water"": 0.119298245614035, ""transport"": 0.14912280701754374}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
501,501,5392611390314374329,0.0,0.4959421880717162,0.4959421880717162,12,1,1,0.3,0.1,0.0,0.4959421880717162,0.0,0.7,0.4959421880717162,0.3,"[""transport""]",1,"[{""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}, {""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}, {""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}, {""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}, {""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}","{""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
502,502,16122156757334856778,0.0,0.67,0.67,28,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[""transport""]",1,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
503,503,8066451761606055466,0.0,0.4582183908045977,0.4582183908045977,21,1,1,0.3,0.1,0.0,0.4582183908045977,0.0,0.7,0.4582183908045977,0.3,"[""transport""]",1,"[{""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}, {""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}, {""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}, {""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}","{""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
504,504,8340474014961064323,0.0,0.67,0.67,29,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[""transport""]",1,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
505,505,4141925298022680105,0.0,0.35290772897514505,0.35290772897514505,21,1,1,0.3,0.1,0.0,0.35290772897514505,0.0,0.7,0.35290772897514505,0.3,"[""transport""]",1,"[{""energy"": 0.5267279536942463, ""water"": 0.21069118147769852, ""transport"": 0.26336397684712315}, {""energy"": 0.5267279536942463, ""water"": 0.21069118147769852, ""transport"": 0.26336397684712315}, {""energy"": 0.5267279536942463, ""water"": 0.21069118147769852, ""transport"": 0.26336397684712315}, {""energy"": 0.5267279536942463, ""water"": 0.21069118147769852, ""transport"": 0.26336397684712315}, {""energy"": 0.5267279536942463, ""water"": 0.21069118147769852, ""transport"": 0.26336397684712315}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.5267279536942463, ""water"": 0.21069118147769852, ""transport"": 0.26336397684712315}","{""energy"": 0.5267279536942463, ""water"": 0.21069118147769852, ""transport"": 0.26336397684712315}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
